spanish,basque,context
atenuación, atenuazio,Physics > Electro-magnetism
atenuar,arindu,Juridical Sciences & Law > Finance law
atenuar,ahuldu,Physics > Electro-magnetism
atenuar, atenuatu,Physics > Electro-magnetism
Audiencia Nacional,Auzitegi Nazional,Juridical Sciences & Law > Procedural law
Audiencia Nacional,AN,Juridical Sciences & Law > Finance law
Audiencia Nacional, Audientzia Nazionala,Juridical Sciences & Law > Finance law
auditoria,auditoretza,Juridical Sciences & Law > Finance law
auditoria,auditoria,Economic Sciences > Organization and management of enterprises
auditoria,ikuskaritza,Juridical Sciences & Law > Commercial law
auditoria,ikuskaritza,Medical Sciences > Nutritional sciences
auditoría,auditoretza,Technological Sciences > Projects
auditoría, auditoria,Technological Sciences > Projects
auditoría,ikuskaritza,Technological Sciences > Environmental technology and engineering
auditoría,auditoria,Juridical Sciences & Law > Commercial law
autoridad,agintari,Juridical Sciences & Law > Administrative law
autoridad, agintaritza,Juridical Sciences & Law > Administrative law
autoridad,autoritate,Education sciences
autoridad,autoritate,Medical Sciences > Nutritional sciences
autoridad,aginpide,Juridical Sciences & Law > Constitutional law
autoridad, agintari,Juridical Sciences & Law > Constitutional law
autoridad, agintaritza,Juridical Sciences & Law > Constitutional law
autoridad,aginpide,Technological Sciences > Projects
autoridad,aginpide,Juridical Sciences & Law > Law Philosophy
autoridad, aginte,Juridical Sciences & Law > Law Philosophy
autoridad, agintari,Juridical Sciences & Law > Law Philosophy
autoridad, autoritate,Juridical Sciences & Law > Law Philosophy
autorización,baimen,Juridical Sciences & Law > Constitutional law
autorización,baimen,Juridical Sciences & Law > Administrative law
autorización,eskuespen,Juridical Sciences & Law > Finance law
autorizar,eskuetsi,Juridical Sciences & Law > Civil law
autorizar,baimendu,Juridical Sciences & Law > Administrative law
autorizar,eskuetsi,Juridical Sciences & Law > Law Philosophy
autorizar, zilegitu,Juridical Sciences & Law > Law Philosophy
autorizar, baimena eman,Juridical Sciences & Law > Law Philosophy
autorizar, baimendu,Juridical Sciences & Law > Law Philosophy
ayuda,lagungarri,Education sciences
ayuda,laguntza,Medical Sciences > Pharmacology
balance,balantze,Juridical Sciences & Law > Commercial law
balance,balantze,Economic Sciences > Economic accounting
balance,egoera-balantze,Economic Sciences > General economics
balance,balantze,Juridical Sciences & Law > Finance law
balance,balantze,Technological Sciences > Environmental technology and engineering
balance,balantze,Economic Sciences > Organization and management of enterprises
balance, egoera-balantze,Economic Sciences > Organization and management of enterprises
balance de potencias,potentzien balantze,Technological Sciences > Electrical technology and engineering
balance de potencias,potentzia-balantze,Physics > Electro-magnetism
balance energético,balantze energetiko,Physics > Electro-magnetism
balance energético,energia-balantze,Technological Sciences > Electrical technology and engineering
balance energético,balantze energetiko,Technological Sciences > Telecommunications technology
balance energético,balantze energetiko,Technological Sciences > Environmental technology and engineering
balance energético, energia-balantze,Technological Sciences > Environmental technology and engineering
balance energético,energia-balantze,Life sciences > Animal Biology
balanza comercial,merkataritza-balantza,Economic Sciences > Economic theory
balanza comercial,balantza komertzial,Economic Sciences > General economics
balanza de pagos,pagamendu-balantza,Economic Sciences > Economic theory
balanza de pagos,ordainketa-balantza,Economic Sciences > General economics
base,base,Chemistry > Analytical chemistry
base,oinarri,Mathematics > Algebra
base,base,Chemistry > Organic chemistry
base,oinarri,Juridical Sciences & Law > Finance law
base,oinarri,Technological Sciences > Projects
base,estazio-puntu,Technological Sciences > Construction technology
base,oinarri,Technological Sciences > Electronic technology
base,oinarri,Juridical Sciences & Law > Constitutional law
base,oinarri,Technological Sciences > Industrial technology
base,base,Medical Sciences > Pharmaceutical Technology
base,alkali,Technological Sciences > Environmental technology and engineering
base, base,Technological Sciences > Environmental technology and engineering
base,oinarri,Physics > General Physics specialities
base,oinarri,Mathematics > Analysis and functional analysis
base de datos,datu-base,Economic Sciences > Econometrics
base de datos,datu-base,Life sciences > Biochemistry and Molecular Biology
base de datos, datu-biltegi,Life sciences > Biochemistry and Molecular Biology
base de datos,datu-base,Technological Sciences > Environmental technology and engineering
base de datos,datu-basea,Technological Sciences > Electronic technology
base de datos,datu-base,Technological Sciences > Projects
base de datos,datu-base,Mathematics > Statistics
base fuerte,base gogor,Technological Sciences > Environmental technology and engineering
base fuerte,base sendo,Chemistry > Physical chemistry
base fuerte,base sendo,Chemistry > Analytical chemistry
beneficio,onura,Juridical Sciences & Law > Labour and Social Security law
beneficio,benefizio,Juridical Sciences & Law > Finance law
beneficio, etekin,Juridical Sciences & Law > Finance law
beneficio, onura,Juridical Sciences & Law > Finance law
beneficio, probetxu,Juridical Sciences & Law > Finance law
beneficio,irabazi,Economic Sciences > Economic theory
beneficio, mozkin,Economic Sciences > Economic theory
beneficio,onura,Medical Sciences > Pharmacology
beneficio,irabazi,Economic Sciences > Organization and management of enterprises
beneficio, mozkin,Economic Sciences > Organization and management of enterprises
beneficio,mozkin,Technological Sciences > Projects
beneficio,irabazi,Economic Sciences > General economics
beneficio, mozkin,Economic Sciences > General economics
beneficio,mozkin,Mathematics > Analysis and functional analysis
beneficio,onura,Juridical Sciences & Law > Constitutional law
beneficio económico,irabazi ekonomiko,Economic Sciences > Economic theory
beneficio económico, mozkin ekonomiko,Economic Sciences > Economic theory
beneficio económico,mozkin,Juridical Sciences & Law > Finance law
beneficio neto,mozkin garbi,Juridical Sciences & Law > Finance law
beneficio neto,irabazi garbi,Economic Sciences > General economics
beneficio neto, ondare neto,Economic Sciences > General economics
beneficio neto,mozkin garbi,Economic Sciences > Economic accounting
beneficio neto,irabazi garbi,Economic Sciences > Organization and management of enterprises
beneficio neto, mozkin garbi,Economic Sciences > Organization and management of enterprises
bien patrimonial,ondasun,Juridical Sciences & Law > Labour and Social Security law
bien patrimonial,administrazioaren ondare-ondasun,Juridical Sciences & Law > Administrative law
bien patrimonial, ondare-ondasun,Juridical Sciences & Law > Administrative law
bien patrimonial, ondareko ondasun,Juridical Sciences & Law > Administrative law
biodisponibilidad,bioerabilgarritasun,Life sciences > Biochemistry and Molecular Biology
biodisponibilidad,bioerabilgarritasun,Medical Sciences > Pharmacology
biodisponibilidad,bioeskuragarritasun,Chemistry > Organic chemistry
bioindicador,bioindikatzaile,Life sciences > Animal Biology
bioindicador,adierazle biologiko,Technological Sciences > Environmental technology and engineering
bioindicador, bioadierazle,Technological Sciences > Environmental technology and engineering
biología celular,biologia zelular,Life sciences > Biochemistry and Molecular Biology
biología celular, zelulen biologia,Life sciences > Biochemistry and Molecular Biology
biología celular,Biologia Zelular,Life sciences > Cell biology
blanco,disoluzio zuri,Chemistry > Physical chemistry
blanco,zuri,Chemistry > Analytical chemistry
bondad de ajuste,doikuntza-ontasun,Economic Sciences > Econometrics
bondad de ajuste,doikuntza-egokitasun,Mathematics > Statistics
bono del Tesoro,Altxorraren bonu,Economic Sciences > Economic accounting
bono del Tesoro, Estatuaren bonu,Economic Sciences > Economic accounting
bono del Tesoro,altxorraren letra,Economic Sciences > General economics
bono del Tesoro,Altxorraren letra,Economic Sciences > Organization and management of enterprises
bono del tesoro,altxor-bonu,Economic Sciences > General economics
bono del tesoro,altxorraren bono,Economic Sciences > Organization and management of enterprises
borde convergente,ertz konbergente,Technological Sciences > Environmental technology and engineering
borde convergente,konbergentzia-muga,Earth and Space Sciences > Geology
borde convergente, muga konbergente,Earth and Space Sciences > Geology
borde divergente,ertz dibergente,Technological Sciences > Environmental technology and engineering
borde divergente,muga dibergente,Earth and Space Sciences > Geology
botón pulsador,sakagailu,Technological Sciences > Electrical technology and engineering
botón pulsador,pultsadore,Technological Sciences > Computer technology
branquia,brankia,Life sciences > Animal Biology
branquia,zakatz,Technological Sciences > Environmental technology and engineering
broncodilatador,bronkozabaltzaile,Medical Sciences > Pharmacology
broncodilatador,bronkio-zabaltzaile,Chemistry > Organic chemistry
broncodilatador, bronkodilatadore,Chemistry > Organic chemistry
buffer,arnasbide,Economic Sciences > Organization and management of enterprises
buffer, buffer,Economic Sciences > Organization and management of enterprises
buffer,buffer,Technological Sciences > Instrumentation technology
buffer, tarteko memoria,Technological Sciences > Instrumentation technology
buffer,indargetzaile,Life sciences > Biochemistry and Molecular Biology
buffer,buffer,Technological Sciences > Computer technology
buffer, tarteko memoria,Technological Sciences > Computer technology
cable,kable,Technological Sciences > Electrical technology and engineering
cable,kable,Physics > Aplied Physics
cable,hari,Physics > Electro-magnetism
cable coaxial,kable koaxial,Technological Sciences > Telecommunications technology
cable coaxial,hari ardazkide,Physics > Electro-magnetism
cable coaxial, kable ardazkide,Physics > Electro-magnetism
cable coaxial, kable koaxial,Physics > Electro-magnetism
cable coaxial,kable ardazkide,Physics > Aplied Physics
cadena lateral,albo-kate,Chemistry > Organic chemistry
cadena lateral,alboko kate,Life sciences > Biochemistry and Molecular Biology
cadena lateral, R talde,Life sciences > Biochemistry and Molecular Biology
calcular,kalkulatu,Economic Sciences > Economic accounting
calcular,kalkulatu,Mathematics > Analysis and functional analysis
calcular,zehaztatu,Technological Sciences > Environmental technology and engineering
calendario vacunal,txertaketa egutegi,Medical Sciences > Microbiology
calendario vacunal,txerto-egutegi,Medical Sciences > Public health
calentamiento,berokuntza,Medical Sciences > Pharmaceutical Technology
calentamiento,beroketa,Technological Sciences > Environmental technology and engineering
calentamiento, berotze,Technological Sciences > Environmental technology and engineering
calor de reacción,erreakzio bero,Technological Sciences > Environmental technology and engineering
calor de reacción,erreakzio-bero,Chemistry > Physical chemistry
calor de reacción, erreakzio-entalpia,Chemistry > Physical chemistry
